4.3;3.1;34.0;19.0;:0;
4.5;2.4;36.0;12.3;:1;
3.9;2.3;31.0;9.6;:0;
4.5;2.4;36.0;19.6;:1;
2.0;1.9;16.0;6.9;:0;
4.5;2.4;36.0;19.4;:1;
3.3;1.5;26.0;1.7;:0;
4.5;2.4;36.0;13.1;:1;
2.8;1.9;22.0;6.9;:0;
4.5;2.4;36.0;12.3;:1;
2.0;1.3;16.0;2.1;:0;
4.5;2.4;36.0;17.6;:1;
3.5;1.9;28.0;7.3;:0;
4.5;2.4;36.0;19.3;:1;
3.3;1.6;26.0;3.9;:0;
4.5;2.4;36.0;15.7;:1;
4.0;2.1;32.0;7.1;:0;
4.5;2.4;36.0;15.7;:1;
4.4;2.3;35.0;7.0;:0;
4.5;2.4;36.0;19.3;:1;
3.1;2.4;25.0;8.7;:0;
4.5;2.4;36.0;17.6;:1;
4.0;2.6;32.0;13.1;:0;
4.5;2.4;36.0;12.3;:1;
4.5;3.0;36.0;11.9;:0;
4.5;2.4;36.0;13.1;:1;
3.3;1.9;26.0;6.3;:0;
4.5;2.4;36.0;19.4;:1;
3.6;2.5;29.0;9.4;:0;
4.5;2.4;36.0;19.6;:1;
3.5;2.3;28.0;9.6;:0;
4.5;2.4;36.0;12.3;:1;
2.0;0.9;16.0;2.7;:0;
4.5;2.4;36.0;16.1;:1;
3.0;1.5;24.0;4.9;:0;
4.5;2.4;36.0;18.7;:1;
4.5;2.1;36.0;3.9;:0;
4.5;2.4;36.0;11.6;:1;
3.6;2.4;29.0;10.7;:0;
4.5;2.4;36.0;14.6;:1;
3.4;2.1;27.0;12.4;:0;
4.5;2.4;36.0;15.9;:1;
3.0;1.9;24.0;9.1;:0;
4.5;2.4;36.0;11.9;:1;
4.4;2.4;35.0;6.9;:0;
4.5;2.4;36.0;17.6;:1;
4.0;2.7;32.0;16.7;:0;
4.5;2.4;36.0;10.1;:1;
3.0;2.1;24.0;6.9;:0;
4.5;2.4;36.0;12.6;:1;
4.3;2.3;34.0;8.1;:0;
4.5;2.4;36.0;17.1;:1;
3.5;3.1;28.0;27.4;:0;
4.5;2.4;36.0;19.4;:1;
4.5;2.7;36.0;9.6;:0;
4.5;2.4;36.0;15.7;:1;
3.6;2.2;29.0;9.3;:0;
4.5;2.4;36.0;16.4;:1;
3.4;1.7;27.0;6.4;:0;
4.5;2.4;36.0;14.6;:1;
3.1;2.3;25.0;11.3;:0;
4.5;2.4;36.0;15.9;:1;
3.4;2.4;27.0;14.9;:0;
4.5;2.4;36.0;13.3;:1;
3.1;2.0;25.0;7.0;:0;
4.5;2.4;36.0;14.6;:1;
3.9;2.0;31.0;2.9;:0;
4.5;2.4;36.0;15.6;:1;
3.5;1.6;28.0;4.3;:0;
4.5;2.4;36.0;19.3;:1;
3.4;1.8;27.0;7.0;:0;
4.5;2.4;36.0;17.1;:1;
4.4;2.3;35.0;11.1;:0;
4.5;2.4;36.0;19.6;:1;
4.6;2.4;37.0;8.0;:0;
4.5;2.4;36.0;16.4;:1;
4.6;2.3;37.0;10.4;:0;
4.5;2.4;36.0;13.9;:1;
4.4;2.5;35.0;10.9;:0;
4.5;2.4;36.0;14.6;:1;
4.0;2.3;32.0;7.4;:0;
4.5;2.4;36.0;21.0;:1;
4.8;2.7;38.0;12.4;:0;
4.5;2.4;36.0;13.9;:1;
3.9;2.1;31.0;7.7;:0;
4.5;2.4;36.0;12.3;:1;
3.5;2.3;28.0;12.3;:0;
4.5;2.4;36.0;15.6;:1;
3.9;2.3;31.0;13.1;:0;
4.5;2.4;36.0;12.6;:1;
2.6;1.7;21.0;6.6;:0;
4.5;2.4;36.0;10.1;:1;
4.3;2.1;34.0;10.1;:0;
4.5;2.4;36.0;18.7;:1;
3.6;2.4;29.0;15.1;:0;
4.5;2.4;36.0;13.3;:1;
5.5;2.5;44.0;6.9;:0;
4.5;2.4;36.0;12.3;:1;
3.9;1.8;31.0;7.9;:0;
4.5;2.4;36.0;11.6;:1;
4.1;1.9;33.0;5.7;:0;
4.5;2.4;36.0;14.6;:1;
4.0;2.0;32.0;7.4;:0;
4.5;2.4;36.0;14.6;:1;
4.0;2.4;32.0;11.0;:0;
4.5;2.4;36.0;13.1;:1;
4.0;2.4;32.0;15.7;:0;
4.5;2.4;36.0;11.9;:1;
4.0;2.3;32.0;4.9;:0;
4.5;2.4;36.0;11.9;:1;
4.8;2.6;38.0;17.0;:0;
4.5;2.4;36.0;13.1;:1;
5.0;2.3;40.0;8.6;:0;
4.5;2.4;36.0;14.6;:1;
4.5;3.0;36.0;6.7;:0;
4.5;2.4;36.0;14.6;:1;
3.8;2.4;30.0;6.6;:0;
4.5;2.4;36.0;11.6;:1;
3.6;2.4;29.0;16.6;:0;
4.5;2.4;36.0;12.3;:1;
4.3;2.5;34.0;18.6;:0;
4.5;2.4;36.0;13.3;:1;
4.3;2.5;34.0;17.3;:0;
4.5;2.4;36.0;18.7;:1;
4.0;2.4;32.0;11.3;:0;
4.5;2.4;36.0;10.1;:1;
3.1;2.0;25.0;8.6;:0;
4.5;2.4;36.0;12.6;:1;
4.0;2.1;32.0;10.4;:0;
4.5;2.4;36.0;15.6;:1;
3.5;2.4;28.0;15.3;:0;
4.5;2.4;36.0;12.3;:1;
3.8;2.7;30.0;18.9;:0;
4.5;2.4;36.0;13.9;:1;
4.5;2.9;36.0;14.7;:0;
4.5;2.4;36.0;21.0;:1;
5.4;2.8;43.0;12.7;:0;
4.5;2.4;36.0;14.6;:1;
3.8;2.7;30.0;7.4;:0;
4.5;2.4;36.0;13.9;:1;
5.6;2.3;45.0;9.7;:0;
4.5;2.4;36.0;16.4;:1;
4.6;2.3;37.0;9.9;:0;
4.5;2.4;36.0;19.6;:1;
4.0;2.6;32.0;17.6;:0;
4.5;2.4;36.0;17.1;:1;
3.8;2.1;30.0;11.9;:0;
4.5;2.4;36.0;19.3;:1;
4.1;2.2;33.0;9.0;:0;
4.5;2.4;36.0;15.6;:1;
4.6;2.3;37.0;11.9;:0;
4.5;2.4;36.0;14.6;:1;
3.9;2.2;31.0;11.7;:0;
4.5;2.4;36.0;13.3;:1;
4.0;2.5;32.0;19.3;:0;
4.5;2.4;36.0;15.9;:1;
4.3;2.4;34.0;9.7;:0;
4.5;2.4;36.0;14.6;:1;
3.3;2.8;26.0;21.0;:0;
4.5;2.4;36.0;16.4;:1;
4.8;2.1;38.0;8.9;:0;
4.5;2.4;36.0;15.7;:1;
4.0;2.6;32.0;17.3;:0;
4.5;2.4;36.0;19.4;:1;
4.3;2.4;34.0;9.0;:0;
4.5;2.4;36.0;17.1;:1;
4.8;2.5;38.0;8.6;:0;
4.5;2.4;36.0;12.6;:1;
5.1;2.6;41.0;11.4;:0;
4.5;2.4;36.0;10.1;:1;
5.3;2.4;42.0;8.6;:0;
4.5;2.4;36.0;17.6;:1;
3.8;2.6;30.0;22.1;:0;
4.5;2.4;36.0;11.9;:1;
4.1;2.2;33.0;14.0;:0;
4.5;2.4;36.0;15.9;:1;
3.6;2.6;29.0;18.3;:0;
4.5;2.4;36.0;14.6;:1;
4.4;2.7;35.0;15.4;:0;
4.5;2.4;36.0;11.6;:1;
4.5;2.8;36.0;16.7;:0;
4.5;2.4;36.0;18.7;:1;
4.5;2.7;36.0;16.7;:0;
4.5;2.4;36.0;16.1;:1;
4.8;2.2;38.0;8.4;:0;
4.5;2.4;36.0;12.3;:1;
5.6;2.9;45.0;19.6;:0;
4.5;2.4;36.0;19.6;:1;
3.8;2.9;30.0;11.7;:0;
4.5;2.4;36.0;19.4;:1;
3.1;2.0;25.0;8.3;:0;
4.5;2.4;36.0;13.1;:1;
2.3;2.7;18.0;21.6;:0;
4.5;2.4;36.0;12.3;:1;
2.5;2.0;20.0;7.9;:0;
4.5;2.4;36.0;17.6;:1;
3.6;2.4;29.0;10.3;:0;
4.5;2.4;36.0;19.3;:1;
4.1;2.5;33.0;7.1;:0;
4.5;2.4;36.0;15.7;:1;
2.9;1.8;23.0;9.0;:0;
4.5;2.4;36.0;15.7;:1;
3.1;2.0;25.0;8.0;:0;
4.5;2.4;36.0;19.3;:1;
3.8;2.3;30.0;10.3;:0;
4.5;2.4;36.0;17.6;:1;
4.0;2.1;32.0;4.0;:0;
4.5;2.4;36.0;12.3;:1;
3.5;2.1;28.0;7.9;:0;
4.5;2.4;36.0;13.1;:1;
5.1;2.7;41.0;6.4;:0;
4.5;2.4;36.0;19.4;:1;
3.8;2.6;30.0;8.3;:0;
4.5;2.4;36.0;19.6;:1;
3.6;2.2;29.0;6.3;:0;
4.5;2.4;36.0;12.3;:1;
3.5;2.8;28.0;20.4;:0;
4.5;2.4;36.0;16.1;:1;
2.6;1.8;21.0;7.6;:0;
4.5;2.4;36.0;18.7;:1;
4.5;3.1;36.0;15.9;:0;
4.5;2.4;36.0;11.6;:1;
3.8;2.3;30.0;13.4;:0;
4.5;2.4;36.0;14.6;:1;
4.4;2.6;35.0;11.3;:0;
4.5;2.4;36.0;15.9;:1;
4.6;3.1;37.0;15.7;:0;
4.5;2.4;36.0;11.9;:1;
5.1;2.7;41.0;13.1;:0;
4.5;2.4;36.0;17.6;:1;
3.8;3.1;30.0;22.3;:0;
4.5;2.4;36.0;10.1;:1;
3.9;2.6;31.0;10.4;:0;
4.5;2.4;36.0;12.6;:1;
3.1;2.7;25.0;5.4;:0;
4.5;2.4;36.0;17.1;:1;
2.8;2.6;22.0;11.9;:0;
4.5;2.4;36.0;19.4;:1;
2.1;1.6;17.0;5.0;:0;
4.5;2.4;36.0;15.7;:1;
3.1;2.0;25.0;5.3;:0;
4.5;2.4;36.0;16.4;:1;
3.6;2.7;29.0;12.0;:0;
4.5;2.4;36.0;14.6;:1;
2.6;1.5;21.0;5.3;:0;
4.5;2.4;36.0;15.9;:1;
2.8;1.4;22.0;3.7;:0;
4.5;2.4;36.0;13.3;:1;
3.9;2.9;31.0;18.1;:0;
4.5;2.4;36.0;14.6;:1;
2.5;0.8;20.0;1.4;:0;
4.5;2.4;36.0;15.6;:1;
4.9;2.4;39.0;5.0;:0;
4.5;2.4;36.0;19.3;:1;
2.0;2.1;16.0;11.3;:0;
4.5;2.4;36.0;17.1;:1;
3.6;2.1;29.0;6.4;:0;
4.5;2.4;36.0;19.6;:1;
4.5;2.3;36.0;9.6;:0;
4.5;2.4;36.0;16.4;:1;
3.3;2.5;26.0;10.9;:0;
4.5;2.4;36.0;13.9;:1;
3.6;2.0;29.0;6.9;:0;
4.5;2.4;36.0;14.6;:1;
3.0;2.1;24.0;8.4;:0;
4.5;2.4;36.0;21.0;:1;
2.1;1.1;17.0;4.1;:0;
4.5;2.4;36.0;13.9;:1;
4.0;2.3;32.0;4.9;:0;
4.5;2.4;36.0;12.3;:1;
3.8;2.4;30.0;5.9;:0;
4.5;2.4;36.0;15.6;:1;
3.9;2.3;31.0;11.6;:0;
4.5;2.4;36.0;12.6;:1;
3.0;1.9;24.0;6.9;:0;
4.5;2.4;36.0;10.1;:1;
3.0;1.3;24.0;2.1;:0;
4.5;2.4;36.0;18.7;:1;
4.5;1.9;36.0;7.3;:0;
4.5;2.4;36.0;13.3;:1;
5.1;2.3;41.0;6.0;:0;
4.5;2.4;36.0;12.3;:1;
3.6;2.1;29.0;10.7;:0;
4.5;2.4;36.0;11.6;:1;
5.1;1.9;41.0;3.7;:0;
4.5;2.4;36.0;14.6;:1;
4.1;2.4;33.0;8.7;:0;
4.5;2.4;36.0;14.6;:1;
4.5;2.7;36.0;7.3;:0;
4.5;2.4;36.0;13.1;:1;
4.0;2.7;32.0;9.7;:0;
4.5;2.4;36.0;11.9;:1;
4.3;1.9;34.0;6.3;:0;
4.5;2.4;36.0;11.9;:1;
4.0;2.2;32.0;13.6;:0;
4.5;2.4;36.0;13.1;:1;
4.3;2.1;34.0;8.1;:0;
4.5;2.4;36.0;14.6;:1;
2.9;2.3;23.0;13.4;:0;
4.5;2.4;36.0;14.6;:1;
4.9;2.2;39.0;10.4;:0;
4.5;2.4;36.0;11.6;:1;
3.0;1.4;24.0;1.7;:0;
4.5;2.4;36.0;12.3;:1;
4.8;1.9;38.0;5.7;:0;
4.5;2.4;36.0;13.3;:1;
2.9;2.4;23.0;6.0;:0;
4.5;2.4;36.0;18.7;:1;
3.8;2.3;30.0;10.7;:0;
4.5;2.4;36.0;10.1;:1;
4.4;2.7;35.0;14.0;:0;
4.5;2.4;36.0;12.6;:1;
3.9;2.0;31.0;8.9;:0;
4.5;2.4;36.0;15.6;:1;
3.4;2.2;27.0;11.0;:0;
4.5;2.4;36.0;12.3;:1;
4.0;2.4;32.0;10.0;:0;
4.5;2.4;36.0;13.9;:1;
3.1;1.7;25.0;7.4;:0;
4.5;2.4;36.0;21.0;:1;
4.1;2.3;33.0;8.4;:0;
4.5;2.4;36.0;14.6;:1;
3.9;2.0;31.0;9.6;:0;
4.5;2.4;36.0;13.9;:1;
3.3;1.8;26.0;7.9;:0;
4.5;2.4;36.0;16.4;:1;
3.4;2.2;27.0;9.9;:0;
4.5;2.4;36.0;19.6;:1;
4.4;2.4;35.0;14.9;:0;
4.5;2.4;36.0;17.1;:1;
3.0;2.1;24.0;9.0;:0;
4.5;2.4;36.0;19.3;:1;
4.9;1.8;39.0;5.0;:0;
4.5;2.4;36.0;15.6;:1;
4.0;1.4;32.0;3.1;:0;
4.5;2.4;36.0;14.6;:1;
4.5;1.6;36.0;4.3;:0;
4.5;2.4;36.0;13.3;:1;
4.3;1.8;34.0;5.4;:0;
4.5;2.4;36.0;15.9;:1;
5.3;2.6;42.0;8.9;:0;
4.5;2.4;36.0;14.6;:1;
3.6;2.6;29.0;13.9;:0;
4.5;2.4;36.0;16.4;:1;
3.5;1.8;28.0;5.1;:0;
4.5;2.4;36.0;15.7;:1;
3.8;1.5;30.0;3.0;:0;
4.5;2.4;36.0;19.4;:1;
3.9;1.7;31.0;5.7;:0;
4.5;2.4;36.0;17.1;:1;
4.6;2.4;37.0;8.1;:0;
4.5;2.4;36.0;12.6;:1;
4.5;2.6;36.0;14.3;:0;
4.5;2.4;36.0;10.1;:1;
3.3;2.3;26.0;13.6;:0;
4.5;2.4;36.0;17.6;:1;
2.8;1.8;22.0;7.4;:0;
4.5;2.4;36.0;11.9;:1;
3.4;2.2;27.0;11.6;:0;
4.5;2.4;36.0;15.9;:1;
4.4;2.4;35.0;9.1;:0;
4.5;2.4;36.0;14.6;:1;
3.6;2.4;29.0;16.3;:0;
4.5;2.4;36.0;11.6;:1;
3.9;2.2;31.0;12.7;:0;
4.5;2.4;36.0;18.7;:1;
5.1;1.9;41.0;5.7;:0;
4.5;2.4;36.0;16.1;:1;
5.0;2.4;40.0;11.0;:0;
4.5;2.4;36.0;12.3;:1;
4.6;2.0;37.0;4.4;:0;
4.5;2.4;36.0;19.6;:1;
4.3;2.3;34.0;11.6;:0;
4.5;2.4;36.0;19.4;:1;
4.3;2.5;34.0;17.0;:0;
4.5;2.4;36.0;13.1;:1;
3.8;2.3;30.0;14.4;:0;
4.5;2.4;36.0;12.3;:1;
4.3;3.0;34.0;21.9;:0;
4.5;2.4;36.0;17.6;:1;
4.5;3.0;36.0;27.6;:0;
4.5;2.4;36.0;19.3;:1;
2.5;2.1;20.0;10.3;:0;
4.5;2.4;36.0;15.7;:1;
4.3;2.7;34.0;19.9;:0;
4.5;2.4;36.0;15.7;:1;
3.6;2.6;29.0;21.7;:0;
4.5;2.4;36.0;19.3;:1;
4.5;2.6;36.0;22.3;:0;
4.5;2.4;36.0;17.6;:1;
4.0;1.9;32.0;10.7;:0;
4.5;2.4;36.0;12.3;:1;
4.6;2.4;37.0;16.6;:0;
4.5;2.4;36.0;13.1;:1;
5.3;2.5;42.0;17.3;:0;
4.5;2.4;36.0;19.4;:1;
5.3;2.6;42.0;16.1;:0;
4.5;2.4;36.0;19.6;:1;
4.0;2.5;32.0;16.6;:0;
4.5;2.4;36.0;12.3;:1;
4.9;2.2;39.0;10.6;:0;
4.5;2.4;36.0;16.1;:1;
5.4;2.4;43.0;12.0;:0;
4.5;2.4;36.0;18.7;:1;
6.0;1.7;48.0;4.0;:0;
4.5;2.4;36.0;11.6;:1;
5.0;2.5;40.0;13.4;:0;
4.5;2.4;36.0;14.6;:1;
4.1;2.4;33.0;9.9;:0;
4.5;2.4;36.0;15.9;:1;
4.4;3.2;35.0;6.7;:0;
4.5;2.4;36.0;11.9;:1;
5.3;2.8;42.0;18.9;:0;
4.5;2.4;36.0;17.6;:1;
3.9;2.9;31.0;22.7;:0;
4.5;2.4;36.0;10.1;:1;
4.4;2.8;35.0;26.4;:0;
4.5;2.4;36.0;12.6;:1;
4.3;3.1;34.0;20.1;:0;
4.5;2.4;36.0;17.1;:1;
4.3;2.8;34.0;21.0;:0;
4.5;2.4;36.0;19.4;:1;
4.9;2.5;39.0;13.6;:0;
4.5;2.4;36.0;15.7;:1;
5.1;2.7;41.0;14.9;:0;
4.5;2.4;36.0;16.4;:1;
4.0;2.2;32.0;5.0;:0;
4.5;2.4;36.0;14.6;:1;
3.9;2.5;31.0;14.3;:0;
4.5;2.4;36.0;15.9;:1;
2.6;2.4;21.0;9.9;:0;
4.5;2.4;36.0;13.3;:1;
3.4;1.5;27.0;4.9;:0;
4.5;2.4;36.0;14.6;:1;
3.4;1.6;27.0;4.1;:0;
4.5;2.4;36.0;15.6;:1;
3.9;2.9;31.0;8.4;:0;
4.5;2.4;36.0;19.3;:1;
4.0;2.9;32.0;21.0;:0;
4.5;2.4;36.0;17.1;:1;
3.8;2.1;30.0;9.0;:0;
4.5;2.4;36.0;19.6;:1;
3.3;2.4;26.0;12.9;:0;
4.5;2.4;36.0;16.4;:1;
4.6;2.2;37.0;7.6;:0;
4.5;2.4;36.0;13.9;:1;
4.1;2.0;33.0;8.3;:0;
4.5;2.4;36.0;14.6;:1;
3.0;2.4;24.0;9.3;:0;
4.5;2.4;36.0;21.0;:1;
3.4;2.0;27.0;10.7;:0;
4.5;2.4;36.0;13.9;:1;
3.1;2.1;25.0;9.7;:0;
4.5;2.4;36.0;12.3;:1;
4.6;2.5;37.0;9.6;:0;
4.5;2.4;36.0;15.6;:1;
3.4;2.4;27.0;10.7;:0;
4.5;2.4;36.0;12.6;:1;
2.9;2.8;23.0;23.9;:0;
4.5;2.4;36.0;10.1;:1;
3.3;2.7;26.0;21.6;:0;
4.5;2.4;36.0;18.7;:1;
4.3;2.5;34.0;15.9;:0;
4.5;2.4;36.0;13.3;:1;
2.4;2.6;19.0;10.1;:0;
4.5;2.4;36.0;12.3;:1;
2.6;1.1;21.0;0.7;:0;
4.5;2.4;36.0;11.6;:1;
3.4;2.1;27.0;8.0;:0;
4.5;2.4;36.0;14.6;:1;
2.9;1.2;23.0;3.9;:0;
4.5;2.4;36.0;14.6;:1;
3.8;1.5;30.0;4.9;:0;
4.5;2.4;36.0;13.1;:1;
3.5;1.8;28.0;7.1;:0;
4.5;2.4;36.0;11.9;:1;
5.9;2.5;47.0;3.6;:0;
4.5;2.4;36.0;11.9;:1;
3.0;1.4;24.0;4.6;:0;
4.5;2.4;36.0;13.1;:1;
5.0;2.1;40.0;4.0;:0;
4.5;2.4;36.0;14.6;:1;
5.5;2.3;44.0;5.4;:0;
4.5;2.4;36.0;14.6;:1;
4.0;2.4;32.0;17.7;:0;
4.5;2.4;36.0;11.6;:1;
4.8;2.3;38.0;13.4;:0;
4.5;2.4;36.0;12.3;:1;
2.9;2.3;23.0;14.0;:0;
4.5;2.4;36.0;13.3;:1;
4.1;2.7;33.0;5.4;:0;
4.5;2.4;36.0;18.7;:1;
4.8;3.1;38.0;7.7;:0;
4.5;2.4;36.0;10.1;:1;
3.1;1.6;25.0;4.1;:0;
4.5;2.4;36.0;12.6;:1;
3.8;2.6;30.0;11.9;:0;
4.5;2.4;36.0;15.6;:1;
2.8;1.2;22.0;2.3;:0;
4.5;2.4;36.0;12.3;:1;
3.8;1.4;30.0;3.7;:0;
4.5;2.4;36.0;13.9;:1;
3.3;1.3;26.0;1.9;:0;
4.5;2.4;36.0;21.0;:1;
4.4;1.8;35.0;7.6;:0;
4.5;2.4;36.0;14.6;:1;
4.3;1.4;34.0;4.3;:0;
4.5;2.4;36.0;13.9;:1;
3.0;2.1;24.0;11.3;:0;
4.5;2.4;36.0;16.4;:1;
5.1;2.6;41.0;18.7;:0;
4.5;2.4;36.0;19.6;:1;
4.8;2.9;38.0;24.4;:0;
4.5;2.4;36.0;17.1;:1;
3.9;2.0;31.0;9.1;:0;
4.5;2.4;36.0;19.3;:1;
5.5;2.4;44.0;12.0;:0;
4.5;2.4;36.0;15.6;:1;
3.3;1.9;26.0;10.1;:0;
4.5;2.4;36.0;14.6;:1;
2.6;2.2;21.0;13.7;:0;
4.5;2.4;36.0;13.3;:1;
4.3;2.5;34.0;10.9;:0;
4.5;2.4;36.0;15.9;:1;
2.6;1.4;21.0;5.9;:0;
4.5;2.4;36.0;14.6;:1;
3.3;1.9;26.0;10.9;:0;
4.5;2.4;36.0;16.4;:1;
4.4;2.8;35.0;17.9;:0;
4.5;2.4;36.0;15.7;:1;
4.6;2.4;37.0;8.0;:0;
4.5;2.4;36.0;19.4;:1;
4.1;2.5;33.0;18.3;:0;
4.5;2.4;36.0;17.1;:1;
3.4;2.3;27.0;13.9;:0;
4.5;2.4;36.0;12.6;:1;
3.6;1.7;29.0;8.1;:0;
4.5;2.4;36.0;10.1;:1;
3.8;2.3;30.0;19.1;:0;
4.5;2.4;36.0;17.6;:1;
3.5;1.8;28.0;9.6;:0;
4.5;2.4;36.0;11.9;:1;
3.9;2.0;31.0;12.4;:0;
4.5;2.4;36.0;15.9;:1;
4.3;2.4;34.0;18.1;:0;
4.5;2.4;36.0;14.6;:1;
3.9;2.2;31.0;6.7;:0;
4.5;2.4;36.0;11.6;:1;
4.1;2.3;33.0;8.3;:0;
4.5;2.4;36.0;18.7;:1;
3.5;1.1;28.0;1.7;:0;
4.5;2.4;36.0;16.1;:1;
3.4;2.3;27.0;13.7;:0;
4.5;2.4;36.0;12.3;:1;
3.5;1.5;28.0;6.7;:0;
4.5;2.4;36.0;19.6;:1;
3.8;1.7;30.0;6.3;:0;
4.5;2.4;36.0;19.4;:1;
4.6;2.2;37.0;13.1;:0;
4.5;2.4;36.0;13.1;:1;
4.8;2.3;38.0;14.7;:0;
4.5;2.4;36.0;12.3;:1;
4.9;2.5;39.0;15.4;:0;
4.5;2.4;36.0;17.6;:1;
4.5;1.9;36.0;7.3;:0;
4.5;2.4;36.0;19.3;:1;
3.0;2.5;24.0;8.9;:0;
4.5;2.4;36.0;15.7;:1;
3.5;2.3;28.0;11.9;:0;
4.5;2.4;36.0;15.7;:1;
3.1;2.4;25.0;9.9;:0;
4.5;2.4;36.0;19.3;:1;
5.0;2.7;40.0;9.7;:0;
4.5;2.4;36.0;17.6;:1;
4.8;2.1;38.0;4.1;:0;
4.5;2.4;36.0;12.3;:1;
4.0;2.1;32.0;11.0;:0;
4.5;2.4;36.0;13.1;:1;
3.9;2.0;31.0;7.4;:0;
4.5;2.4;36.0;19.4;:1;
3.9;1.4;31.0;4.6;:0;
4.5;2.4;36.0;19.6;:1;
4.9;2.2;39.0;9.1;:0;
4.5;2.4;36.0;12.3;:1;
4.0;1.4;32.0;1.7;:0;
4.5;2.4;36.0;16.1;:1;
3.9;2.4;31.0;6.0;:0;
4.5;2.4;36.0;18.7;:1;
3.8;1.8;30.0;6.9;:0;
4.5;2.4;36.0;11.6;:1;
3.5;1.8;28.0;2.7;:0;
4.5;2.4;36.0;14.6;:1;
4.4;1.5;35.0;4.4;:0;
4.5;2.4;36.0;15.9;:1;
4.9;2.5;39.0;16.7;:0;
4.5;2.4;36.0;11.9;:1;
4.9;2.0;39.0;8.9;:0;
4.5;2.4;36.0;17.6;:1;
5.0;1.9;40.0;4.0;:0;
4.5;2.4;36.0;10.1;:1;
4.4;2.2;35.0;11.0;:0;
4.5;2.4;36.0;12.6;:1;
2.9;1.9;23.0;5.0;:0;
4.5;2.4;36.0;17.1;:1;
3.8;2.0;30.0;7.4;:0;
4.5;2.4;36.0;19.4;:1;
3.6;2.5;29.0;17.1;:0;
4.5;2.4;36.0;15.7;:1;
3.9;1.9;31.0;8.6;:0;
4.5;2.4;36.0;16.4;:1;
3.5;2.4;28.0;15.4;:0;
4.5;2.4;36.0;14.6;:1;
3.8;2.2;30.0;10.1;:0;
4.5;2.4;36.0;15.9;:1;
4.1;1.7;33.0;7.4;:0;
4.5;2.4;36.0;13.3;:1;
4.5;2.6;36.0;12.9;:0;
4.5;2.4;36.0;14.6;:1;
4.4;2.4;35.0;8.7;:0;
4.5;2.4;36.0;15.6;:1;
4.6;2.0;37.0;10.7;:0;
4.5;2.4;36.0;19.3;:1;
4.3;1.8;34.0;7.9;:0;
4.5;2.4;36.0;17.1;:1;
