4.5;2.4;36.0;11.9;
4.5;2.4;36.0;13.1;
4.5;2.4;36.0;14.6;
4.5;2.4;36.0;14.6;
5.1;2.9;41.0;7.0;
5.8;2.5;46.0;9.3;
5.3;2.5;42.0;7.9;
6.0;2.4;48.0;10.3;
4.5;2.4;36.0;17.6;
5.1;2.9;41.0;7.0;
4.5;2.4;36.0;10.1;
5.8;2.5;46.0;9.3;
4.5;2.4;36.0;12.6;
5.3;2.5;42.0;7.9;
4.5;2.4;36.0;17.1;
6.0;2.4;48.0;10.3;
